order_id,customer_id,product_id,order_date,quantity,payment_method,order_status,sales_amount,discount_percent,final_amount,profit_amount,customer_name,age,gender,city,membership_type,join_date,product_name,category,brand,price,stock_quantity,feedback_id,raw_sentiment_label,review_text,rating,feedback_date,sentiment
ORD_3510,CUST_5400,PROD_4189,2024-03-27,4,Net Banking,Delivered,7138.8,15.0,6067.98,1560.2,Customer_4400,18.0,Other,Hyderabad,Gold,2022-10-22,Product_2189,Fashion,Brandc,1784.7,243,FDBK_5991,__label__1,amazing quality and fast delivery,2.0,2024-11-25,0.0
ORD_3511,CUST_4945,PROD_5632,2023-08-30,1,Card,Delivered,3338.61,0.0,3338.61,497.4,Customer_3945,20.0,Female,Hyderabad,Platinum,2021-03-21,Product_3632,Electronics,Brandb,3338.61,37,FDBK_6060,__label__2,Good product worth the price,5.0,2024-08-20,1.0
ORD_3511,CUST_4945,PROD_5632,2023-08-30,1,Card,Delivered,3338.61,0.0,3338.61,497.4,Customer_3945,20.0,Female,Hyderabad,Platinum,2021-03-21,Product_3632,Electronics,Brandb,3338.61,37,FDBK_7049,__label__1,amazing quality and fast delivery,1.0,2023-01-18,0.0
ORD_3512,CUST_4744,PROD_3960,2024-10-26,1,Net Banking,Shipped,2147.18,5.0,2039.82,497.31,Customer_3744,28.0,Male,Mumbai,Gold,2024-04-04,Product_1960,Electronics,Brandb,2147.18,238,FDBK_4353,__label__2,Very happy with this purchase,5.0,2024-11-29,1.0
ORD_3512,CUST_4744,PROD_3960,2024-10-26,1,Net Banking,Shipped,2147.18,5.0,2039.82,497.31,Customer_3744,28.0,Male,Mumbai,Gold,2024-04-04,Product_1960,Electronics,Brandb,2147.18,238,FDBK_6782,__label__2,Very happy with this purchase,5.0,2024-12-21,1.0
ORD_3512,CUST_4744,PROD_3960,2024-10-26,1,Net Banking,Shipped,2147.18,5.0,2039.82,497.31,Customer_3744,28.0,Male,Mumbai,Gold,2024-04-04,Product_1960,Electronics,Brandb,2147.18,238,FDBK_8145,__label__2,Very happy with this purchase,5.0,2024-07-18,1.0
ORD_3513,CUST_3990,PROD_4847,2024-01-13,4,Net Banking,Delivered,15944.84,0.0,15944.84,2905.57,Customer_2990,63.0,Female,Chennai,Platinum,2022-03-12,Product_2847,Electronics,Brandc,3986.21,201,FDBK_7780,__label__2,Excellent product and very useful,5.0,2024-07-28,1.0
ORD_3514,CUST_1780,PROD_2186,2023-02-28,5,Upi,Delivered,20033.35,20.0,16026.68,3093.12,Customer_780,60.0,Male,Pune,Silver,2022-05-07,Product_186,Electronics,Brandb,4006.67,277,,,No review provided,4.0,,1.0
ORD_3515,CUST_1604,PROD_5711,2023-02-06,1,Cash On Delivery,Delivered,976.28,15.0,829.84,163.11,Customer_604,24.0,Male,Kolkata,Silver,2021-12-19,Product_3711,Beauty,Branda,976.28,19,,,No review provided,4.0,,1.0
ORD_3516,CUST_5378,PROD_4021,2024-08-08,4,Card,Returned,3338.56,10.0,3004.7,692.74,Customer_4378,67.0,Other,Bangalore,Gold,2021-10-15,Product_2021,Groceries,Brandd,834.64,390,FDBK_5202,__label__2,Very happy with this purchase,5.0,2024-02-21,1.0
ORD_3517,CUST_1074,PROD_2503,2024-11-24,4,Upi,Delivered,5610.6,15.0,4769.01,760.48,Customer_74,19.0,Female,Mumbai,Platinum,2021-11-14,Product_503,Electronics,Brande,1402.65,386,,,No review provided,4.0,,1.0
ORD_3518,CUST_2865,PROD_4646,2024-04-28,5,Card,Shipped,9271.8,10.0,8344.62,2107.18,Customer_1865,58.0,Other,Delhi,Platinum,2022-10-29,Product_2646,Electronics,Brandc,1854.36,74,FDBK_7761,__label__2,Amazing quality and fast delivery,4.0,2024-11-20,1.0
ORD_3519,CUST_3283,PROD_2732,2023-04-18,1,Cash On Delivery,Delivered,737.32,20.0,589.86,69.73,Customer_2283,34.0,Male,Chennai,Gold,2023-07-02,Product_732,Electronics,Brande,737.32,218,FDBK_4178,__label__2,Good product worth the price,4.0,2023-07-09,1.0
ORD_3519,CUST_3283,PROD_2732,2023-04-18,1,Cash On Delivery,Delivered,737.32,20.0,589.86,69.73,Customer_2283,34.0,Male,Chennai,Gold,2023-07-02,Product_732,Electronics,Brande,737.32,218,FDBK_7892,__label__2,Good product worth the price,4.0,2024-12-07,1.0
ORD_3520,CUST_3509,PROD_4622,2023-04-21,3,Card,Shipped,14863.89,5.0,14120.7,2239.94,Customer_2509,36.0,Female,Bangalore,Silver,2023-02-28,Product_2622,Groceries,Brandb,4954.63,497,FDBK_5412,__label__2,Very happy with this purchase,5.0,2023-09-02,1.0
ORD_3520,CUST_3509,PROD_4622,2023-04-21,3,Card,Shipped,14863.89,5.0,14120.7,2239.94,Customer_2509,36.0,Female,Bangalore,Silver,2023-02-28,Product_2622,Groceries,Brandb,4954.63,497,FDBK_7398,__label__2,Good product worth the price,5.0,2024-07-23,1.0
ORD_3520,CUST_3509,PROD_4622,2023-04-21,3,Card,Shipped,14863.89,5.0,14120.7,2239.94,Customer_2509,36.0,Female,Bangalore,Silver,2023-02-28,Product_2622,Groceries,Brandb,4954.63,497,FDBK_8169,__label__2,Good product worth the price,5.0,2024-12-09,1.0
ORD_3521,CUST_4284,PROD_4758,2024-06-07,4,Upi,Returned,5842.52,20.0,4674.02,1068.97,Customer_3284,42.0,Male,Kolkata,Silver,2021-05-03,Product_2758,Home,Brandd,1460.63,144,,,No review provided,4.0,,1.0
ORD_3522,CUST_3343,PROD_6004,2024-02-05,4,Net Banking,Delivered,15411.24,10.0,13870.12,3690.54,Customer_2343,65.0,Male,Chennai,Platinum,2023-06-28,Product_4004,Beauty,Brandb,3852.81,330,,,No review provided,4.0,,1.0
ORD_3523,CUST_1856,PROD_5460,2024-05-05,1,Net Banking,Delivered,3423.76,0.0,3423.76,918.82,Customer_856,66.0,Other,Hyderabad,Gold,2022-04-10,Product_3460,Home,Brandc,3423.76,163,FDBK_7894,__label__1,Terrible experience with this item,2.0,2023-03-22,0.0
ORD_3524,CUST_1206,PROD_4089,2023-08-27,5,Net Banking,Returned,24430.8,10.0,20766.18,3197.62,Customer_206,20.0,Male,Bangalore,Gold,2023-09-08,Product_2089,Home,Branda,4886.16,489,FDBK_5898,__label__1,No review provided,1.0,2023-07-05,0.0
ORD_3525,CUST_4783,PROD_4284,2024-08-16,5,Card,Delivered,10297.8,10.0,9268.02,1600.54,Customer_3783,38.0,Other,Chennai,Silver,2021-09-30,Product_2284,Home,Brande,2059.56,37,FDBK_7525,__label__2,Very happy with this purchase,4.0,2023-03-19,1.0
ORD_3526,CUST_4428,PROD_4259,2024-04-16,1,Card,Delivered,108.04,0.0,108.04,14.87,Customer_3428,54.0,Other,Mumbai,Platinum,2024-01-06,Product_2259,Electronics,Brandd,108.04,258,,,No review provided,4.0,,1.0
ORD_3527,CUST_2877,PROD_4759,2024-09-10,5,Net Banking,Delivered,2964.75,20.0,2371.8,513.52,Customer_1877,53.0,Other,Chennai,Silver,2021-10-07,Product_2759,Electronics,Brandc,592.95,473,FDBK_5235,__label__2,Very happy with this purchase,4.0,2024-10-20,1.0
ORD_3527,CUST_2877,PROD_4759,2024-09-10,5,Net Banking,Delivered,2964.75,20.0,2371.8,513.52,Customer_1877,53.0,Other,Chennai,Silver,2021-10-07,Product_2759,Electronics,Brandc,592.95,473,FDBK_5304,__label__1,Very poor quality and disappointing,1.0,2024-03-08,0.0
ORD_3527,CUST_2877,PROD_4759,2024-09-10,5,Net Banking,Delivered,2964.75,20.0,2371.8,513.52,Customer_1877,53.0,Other,Chennai,Silver,2021-10-07,Product_2759,Electronics,Brandc,592.95,473,FDBK_7343,__label__1,Delivery was late and product was damaged,2.0,2023-05-04,0.0
ORD_3528,CUST_5018,PROD_2599,2023-06-10,1,Cash On Delivery,Delivered,3962.05,10.0,3565.84,578.81,Customer_4018,31.0,Male,Chennai,Silver,2023-01-09,Product_599,Electronics,Brande,3962.05,145,,,No review provided,4.0,,1.0
ORD_3529,CUST_5607,PROD_3432,2024-01-31,3,Net Banking,Returned,8195.79,20.0,6556.63,1862.38,Customer_4607,50.0,Other,Kolkata,Platinum,2023-12-10,Product_1432,Beauty,Brandb,2731.93,412,,,No review provided,4.0,,1.0
ORD_3530,CUST_3886,PROD_3325,2023-06-11,2,Net Banking,Cancelled,4532.82,15.0,3852.9,605.29,Customer_2886,22.0,Female,Bangalore,Gold,2024-01-11,Product_1325,Beauty,Brandb,2266.41,447,FDBK_5678,__label__2,Amazing quality and fast delivery,4.0,2024-06-01,1.0
ORD_3531,CUST_3744,PROD_3818,2023-07-14,5,Card,Delivered,22115.35,15.0,18798.05,4304.41,Customer_2744,24.0,Other,Bangalore,Gold,2023-10-30,Product_1818,Electronics,Brandc,4423.07,283,FDBK_4134,__label__1,Delivery was late and product was damaged,1.0,2024-06-26,0.0
ORD_3532,CUST_2477,PROD_2095,2024-10-02,4,Card,Delivered,9142.8,0.0,9142.8,2072.03,Customer_1477,24.0,Female,Delhi,Platinum,2021-11-07,Product_95,Electronics,Brande,2285.7,385,FDBK_5858,__label__2,Excellent product and very useful,4.0,2023-02-27,1.0
ORD_3532,CUST_2477,PROD_2095,2024-10-02,4,Card,Delivered,9142.8,0.0,9142.8,2072.03,Customer_1477,24.0,Female,Delhi,Platinum,2021-11-07,Product_95,Electronics,Brande,2285.7,385,FDBK_8416,__label__2,No review provided,5.0,2023-06-21,1.0
ORD_3533,CUST_3190,PROD_6524,2024-02-17,4,Net Banking,Delivered,14224.92,0.0,14224.92,2683.96,Customer_2190,57.0,Female,Chennai,Gold,2023-07-23,Product_4524,Fashion,Branda,3556.23,145,FDBK_5206,__label__1,Waste of money and bad product,1.0,2023-04-02,0.0
ORD_3534,CUST_4810,PROD_4179,2023-05-13,1,Upi,Delivered,2524.13,15.0,2145.51,181.63,Customer_3810,25.0,Female,Hyderabad,Gold,2021-01-16,Product_2179,Electronics,Brande,2524.13,441,FDBK_5215,__label__2,Amazing quality and fast delivery,5.0,2023-02-25,1.0
ORD_3534,CUST_4810,PROD_4179,2023-05-13,1,Upi,Delivered,2524.13,15.0,2145.51,181.63,Customer_3810,25.0,Female,Hyderabad,Gold,2021-01-16,Product_2179,Electronics,Brande,2524.13,441,FDBK_8861,__label__1,Not worth the price,1.0,2023-07-27,0.0
ORD_3535,CUST_5732,PROD_5483,2024-07-03,1,Cash On Delivery,Delivered,2554.74,5.0,2427.0,350.6,Customer_4732,37.0,Male,Bangalore,Silver,2022-03-07,Product_3483,Beauty,Brandd,2554.74,494,FDBK_5207,__label__2,Loved it and will buy again,4.0,2023-12-02,1.0
ORD_3536,CUST_2281,PROD_4093,2024-06-16,4,Card,Cancelled,6569.44,15.0,5584.02,1314.88,Customer_1281,27.0,Female,Hyderabad,Platinum,2023-12-23,Product_2093,Beauty,Brandb,1642.36,262,,,No review provided,4.0,,1.0
ORD_3537,CUST_3955,PROD_2700,2023-02-28,5,Upi,Delivered,10154.55,10.0,9139.09,1556.65,Customer_2955,64.0,Other,Delhi,Gold,2023-12-26,Product_700,Groceries,Brandd,2030.91,328,,,No review provided,4.0,,1.0
ORD_3538,CUST_2972,PROD_6975,2024-08-28,1,Net Banking,Delivered,1774.64,20.0,1419.71,135.28,Customer_1972,65.0,Male,Chennai,Platinum,2022-04-30,Product_4975,Fashion,Branda,1774.64,414,,,No review provided,4.0,,1.0
ORD_3539,CUST_2138,PROD_6647,2023-02-12,1,Upi,Delivered,4387.14,15.0,3729.07,1034.94,Customer_1138,43.0,Other,Bangalore,Silver,2023-04-08,Product_4647,Beauty,Brandc,4387.14,449,,,No review provided,4.0,,1.0
ORD_3540,CUST_4838,PROD_5873,2023-08-20,1,Upi,Delivered,3298.07,10.0,2968.26,619.82,Customer_3838,37.0,Male,Delhi,Platinum,2021-04-24,Product_3873,Electronics,Brandc,3298.07,396,FDBK_8065,__label__2,Amazing quality and fast delivery,4.0,2023-06-05,1.0
ORD_3541,CUST_2265,PROD_4419,2023-11-14,2,Card,Cancelled,8526.5,10.0,7673.85,753.37,Customer_1265,57.0,Female,Chennai,Gold,2022-08-25,Product_2419,Fashion,Brandc,4263.25,282,FDBK_6081,__label__1,Very poor quality and disappointing,1.0,2024-09-11,0.0
ORD_3542,CUST_2601,PROD_3945,2023-06-16,4,Cash On Delivery,Delivered,14938.4,10.0,13444.56,1212.42,Customer_1601,23.0,Male,Mumbai,Platinum,2023-02-19,Product_1945,Groceries,Brandc,3734.6,98,FDBK_8806,__label__2,Very happy with this purchase,5.0,2024-01-16,1.0
ORD_3543,CUST_3474,PROD_2394,2023-07-13,1,Cash On Delivery,Delivered,308.27,20.0,246.62,24.91,Customer_2474,66.0,Male,Kolkata,Platinum,2023-07-13,Product_394,Fashion,Branda,308.27,100,,,No review provided,4.0,,1.0
ORD_3544,CUST_3459,PROD_6244,2024-05-29,3,Card,Delivered,4107.96,10.0,3697.16,1108.27,Customer_2459,21.0,Female,Hyderabad,Gold,2021-04-23,Product_4244,Home,Brande,1369.32,90,,,No review provided,4.0,,1.0
ORD_3545,CUST_3820,PROD_3723,2024-12-16,5,Cash On Delivery,Delivered,24581.7,20.0,19665.36,2793.97,Customer_2820,58.0,Male,Chennai,Platinum,2022-04-15,Product_1723,Electronics,Brandd,4916.34,295,FDBK_4686,__label__1,Not worth the price,2.0,2023-11-28,0.0
ORD_3545,CUST_3820,PROD_3723,2024-12-16,5,Cash On Delivery,Delivered,24581.7,20.0,19665.36,2793.97,Customer_2820,58.0,Male,Chennai,Platinum,2022-04-15,Product_1723,Electronics,Brandd,4916.34,295,FDBK_6489,__label__2,Amazing quality and fast delivery,4.0,2024-11-05,1.0
ORD_3546,CUST_4087,PROD_3603,2024-09-02,3,Card,Delivered,12942.99,0.0,12942.99,3036.63,Customer_3087,46.0,Female,Delhi,Platinum,2021-07-24,Product_1603,Groceries,Brandd,4314.33,24,FDBK_4094,__label__2,Good product worth the price,4.0,2024-07-16,1.0
ORD_3546,CUST_4087,PROD_3603,2024-09-02,3,Card,Delivered,12942.99,0.0,12942.99,3036.63,Customer_3087,46.0,Female,Delhi,Platinum,2021-07-24,Product_1603,Groceries,Brandd,4314.33,24,FDBK_5918,__label__2,Loved it and will buy again,5.0,2024-02-21,1.0
ORD_3546,CUST_4087,PROD_3603,2024-09-02,3,Card,Delivered,12942.99,0.0,12942.99,3036.63,Customer_3087,46.0,Female,Delhi,Platinum,2021-07-24,Product_1603,Groceries,Brandd,4314.33,24,FDBK_5971,__label__1,Delivery was late and product was damaged,1.0,2024-02-06,0.0
ORD_3546,CUST_4087,PROD_3603,2024-09-02,3,Card,Delivered,12942.99,0.0,12942.99,3036.63,Customer_3087,46.0,Female,Delhi,Platinum,2021-07-24,Product_1603,Groceries,Brandd,4314.33,24,FDBK_8970,__label__2,VERY POOR QUALITY AND DISAPPOINTING,4.0,2024-01-27,1.0
ORD_3547,CUST_1293,PROD_5713,2024-10-02,1,Upi,Delivered,706.0,0.0,706.0,82.46,Customer_293,48.0,Other,Hyderabad,Gold,2021-04-02,Product_3713,Fashion,Brandd,706.0,79,FDBK_7073,__label__1,Not worth the price,2.0,2024-06-10,0.0
ORD_3548,CUST_5329,PROD_5411,2024-10-02,4,Net Banking,Delivered,4676.44,15.0,3974.97,545.69,Customer_4329,45.0,Other,Kolkata,Platinum,2023-06-30,Product_3411,Beauty,Brandd,1169.11,10,FDBK_4709,__label__2,Very happy with this purchase,4.0,2023-11-22,1.0
ORD_3548,CUST_5329,PROD_5411,2024-10-02,4,Net Banking,Delivered,4676.44,15.0,3974.97,545.69,Customer_4329,45.0,Other,Kolkata,Platinum,2023-06-30,Product_3411,Beauty,Brandd,1169.11,10,FDBK_8460,__label__2,Loved it and will buy again,4.0,2023-09-07,1.0
ORD_3549,CUST_1610,PROD_6059,2024-01-08,5,Upi,Delivered,24714.3,10.0,19771.44,1612.67,Customer_610,36.0,Other,Chennai,Platinum,2023-11-29,Product_4059,Electronics,Brandb,4942.86,43,,,No review provided,4.0,,1.0
ORD_3550,CUST_1429,PROD_6586,2024-10-13,2,Card,Shipped,2710.8,0.0,2710.8,727.55,Customer_429,21.0,Other,Hyderabad,Platinum,2022-05-05,Product_4586,Electronics,Brandc,1355.4,267,,,No review provided,4.0,,1.0
ORD_3551,CUST_5779,PROD_5268,2023-08-18,2,Card,Delivered,8933.62,10.0,8040.26,2397.48,Customer_4779,59.0,Male,Kolkata,Gold,2022-01-19,Product_3268,Fashion,Brandd,4466.81,163,,,No review provided,4.0,,1.0
ORD_3552,CUST_1939,PROD_5721,2023-12-05,4,Upi,Shipped,12156.8,0.0,12156.8,1983.08,Customer_939,30.0,Female,Bangalore,Gold,2021-02-15,Product_3721,Fashion,Brandb,3039.2,109,,,No review provided,4.0,,1.0
ORD_3553,CUST_5727,PROD_4120,2023-12-29,3,Upi,Shipped,2959.56,5.0,2811.58,356.48,Customer_4727,34.0,Male,Hyderabad,Gold,2021-11-01,Product_2120,Home,Brandc,986.52,134,FDBK_4891,__label__2,amazing quality and fast delivery,4.0,2024-05-20,1.0
ORD_3553,CUST_5727,PROD_4120,2023-12-29,3,Upi,Shipped,2959.56,5.0,2811.58,356.48,Customer_4727,34.0,Male,Hyderabad,Gold,2021-11-01,Product_2120,Home,Brandc,986.52,134,FDBK_6535,__label__2,Amazing quality and fast delivery,5.0,2024-08-10,1.0
ORD_3554,CUST_4757,PROD_3822,2024-04-05,1,Net Banking,Delivered,3104.62,10.0,2794.16,323.9,Customer_3757,24.0,Other,Chennai,Gold,2022-09-18,Product_1822,Fashion,Brande,3104.62,115,,,No review provided,4.0,,1.0
ORD_3555,CUST_3023,PROD_6194,2024-09-19,3,Upi,Shipped,12824.22,10.0,10259.38,1410.01,Customer_2023,37.0,Female,Bangalore,Gold,2023-02-23,Product_4194,Groceries,Brande,4274.74,261,FDBK_4360,__label__2,Good product worth the price,4.0,2024-12-24,1.0
ORD_3555,CUST_3023,PROD_6194,2024-09-19,3,Upi,Shipped,12824.22,10.0,10259.38,1410.01,Customer_2023,37.0,Female,Bangalore,Gold,2023-02-23,Product_4194,Groceries,Brande,4274.74,261,FDBK_5322,__label__2,Loved it and will buy again,4.0,2024-12-04,1.0
ORD_3556,CUST_3252,PROD_6742,2024-09-13,2,Cash On Delivery,Cancelled,7109.14,5.0,6753.68,1109.75,Customer_2252,52.0,Other,Kolkata,Gold,2023-01-16,Product_4742,Beauty,Branda,3554.57,133,FDBK_5455,__label__2,Very happy with this purchase,5.0,2023-05-25,1.0
ORD_3557,CUST_3294,PROD_4395,2024-02-24,4,Cash On Delivery,Delivered,19776.24,0.0,19776.24,4725.35,Customer_2294,46.0,Female,Chennai,Platinum,2021-05-19,Product_2395,Groceries,Brandd,4944.06,242,,,No review provided,4.0,,1.0
ORD_3558,CUST_2856,PROD_4662,2023-12-12,3,Net Banking,Delivered,3010.17,20.0,2408.14,568.8,Customer_1856,44.0,Male,Bangalore,Platinum,2023-07-06,Product_2662,Beauty,Brandb,1003.39,319,,,No review provided,4.0,,1.0
ORD_3559,CUST_2820,PROD_4417,2024-04-16,5,Card,Cancelled,20697.95,0.0,20697.95,3995.55,Customer_1820,59.0,Female,Pune,Gold,2023-09-19,Product_2417,Home,Branda,4139.59,310,,,No review provided,4.0,,1.0
ORD_3560,CUST_2025,PROD_6364,2024-08-13,3,Card,Delivered,8256.18,10.0,7430.56,1240.96,Customer_1025,41.0,Male,Hyderabad,Platinum,2022-05-06,Product_4364,Fashion,Brandb,2752.06,307,FDBK_8474,__label__2,Excellent product and very useful,5.0,2024-01-07,1.0
ORD_3561,CUST_1830,PROD_2747,2024-07-23,3,Card,Delivered,13815.99,0.0,13815.99,2656.92,Customer_830,53.0,Female,Pune,Silver,2021-11-19,Product_747,Groceries,Brandd,4605.33,290,FDBK_4856,__label__2,Good product worth the price,4.0,2023-05-27,1.0
ORD_3561,CUST_1830,PROD_2747,2024-07-23,3,Card,Delivered,13815.99,0.0,13815.99,2656.92,Customer_830,53.0,Female,Pune,Silver,2021-11-19,Product_747,Groceries,Brandd,4605.33,290,FDBK_7974,__label__1,Waste of money and bad product,2.0,2024-08-31,0.0
ORD_3562,CUST_3640,PROD_2759,2023-06-17,3,Upi,Delivered,14602.5,0.0,14602.5,2977.34,Customer_2640,18.0,Male,Pune,Gold,2021-12-21,Product_759,Home,Brandd,4867.5,231,,,No review provided,4.0,,1.0
ORD_3563,CUST_5849,PROD_6759,2024-07-09,2,Card,Shipped,1879.06,20.0,1503.25,323.57,Customer_4849,61.0,Female,Bangalore,Gold,2022-02-23,Product_4759,Beauty,Brandc,939.53,239,,,No review provided,4.0,,1.0
ORD_3564,CUST_2393,PROD_6319,2024-01-15,1,Upi,Returned,4382.75,15.0,3725.34,832.15,Customer_1393,43.0,Male,Hyderabad,Silver,2022-07-06,Product_4319,Fashion,Brandc,4382.75,55,FDBK_4794,__label__2,Excellent product and very useful,5.0,2023-11-03,1.0
ORD_3565,CUST_2910,PROD_5157,2023-04-09,4,Net Banking,Shipped,6448.72,10.0,5803.85,1288.34,Customer_1910,37.0,Other,Delhi,Platinum,2022-07-30,Product_3157,Home,Brande,1612.18,32,FDBK_7292,__label__2,Loved it and will buy again,5.0,2024-04-06,1.0
ORD_3565,CUST_2910,PROD_5157,2023-04-09,4,Net Banking,Shipped,6448.72,10.0,5803.85,1288.34,Customer_1910,37.0,Other,Delhi,Platinum,2022-07-30,Product_3157,Home,Brande,1612.18,32,FDBK_8220,__label__1,Waste of money and bad product,1.0,2023-12-05,0.0
ORD_3566,CUST_5497,PROD_5051,2024-04-12,5,Card,Delivered,10863.65,0.0,10863.65,1371.75,Customer_4497,19.0,Male,Bangalore,Platinum,2024-03-24,Product_3051,Beauty,Branda,2172.73,473,,,No review provided,4.0,,1.0
ORD_3567,CUST_3311,PROD_5943,2023-11-15,1,Upi,Delivered,4963.8,20.0,3971.04,738.21,Customer_2311,67.0,Female,Delhi,Silver,2022-04-27,Product_3943,Beauty,Brandc,4963.8,488,FDBK_4317,__label__1,Not worth the price,1.0,2023-01-16,0.0
ORD_3567,CUST_3311,PROD_5943,2023-11-15,1,Upi,Delivered,4963.8,20.0,3971.04,738.21,Customer_2311,67.0,Female,Delhi,Silver,2022-04-27,Product_3943,Beauty,Brandc,4963.8,488,FDBK_8149,__label__2,Loved it and will buy again,4.0,2024-02-11,1.0
ORD_3567,CUST_3311,PROD_5943,2023-11-15,1,Upi,Delivered,4963.8,20.0,3971.04,738.21,Customer_2311,67.0,Female,Delhi,Silver,2022-04-27,Product_3943,Beauty,Brandc,4963.8,488,FDBK_8306,__label__1,Not worth the price,1.0,2023-03-28,0.0
ORD_3568,CUST_1539,PROD_5231,2023-05-31,2,Cash On Delivery,Shipped,3789.46,10.0,3410.51,524.73,Customer_539,46.0,Other,Mumbai,Silver,2022-04-17,Product_3231,Fashion,Brandc,1894.73,122,,,No review provided,4.0,,1.0
ORD_3569,CUST_2105,PROD_2087,2024-10-17,2,Upi,Shipped,3451.12,15.0,2933.45,618.74,Customer_1105,20.0,Female,Hyderabad,Silver,2021-03-09,Product_87,Fashion,Brandd,1725.56,11,FDBK_8337,__label__2,Excellent product and very useful,4.0,2024-02-04,1.0
ORD_3570,CUST_1959,PROD_5428,2024-08-02,1,Upi,Delivered,616.9,5.0,586.05,111.14,Customer_959,24.0,Male,Mumbai,Platinum,2023-01-04,Product_3428,Electronics,Brande,616.9,287,FDBK_4717,__label__1,Terrible experience with this item,2.0,2024-05-10,0.0
ORD_3571,CUST_5972,PROD_3671,2024-06-03,2,Cash On Delivery,Delivered,5482.98,10.0,4934.68,612.06,Customer_4972,53.0,Other,Pune,Platinum,2023-03-07,Product_1671,Electronics,Brande,2741.49,413,,,No review provided,4.0,,1.0
ORD_3572,CUST_5731,PROD_6526,2023-10-29,2,Net Banking,Delivered,9481.54,5.0,9007.46,2068.03,Customer_4731,18.0,Other,Hyderabad,Silver,2021-05-05,Product_4526,Electronics,Branda,4740.77,287,FDBK_6274,__label__2,Amazing quality and fast delivery,4.0,2023-02-20,1.0
ORD_3572,CUST_5731,PROD_6526,2023-10-29,2,Net Banking,Delivered,9481.54,5.0,9007.46,2068.03,Customer_4731,18.0,Other,Hyderabad,Silver,2021-05-05,Product_4526,Electronics,Branda,4740.77,287,FDBK_6619,__label__2,Excellent product and very useful,5.0,2024-09-21,1.0
ORD_3573,CUST_4055,PROD_6843,2024-02-06,4,Card,Cancelled,13185.28,5.0,12526.02,1055.6,Customer_3055,59.0,Female,Kolkata,Platinum,2021-09-02,Product_4843,Fashion,Brandb,3296.32,407,,,No review provided,4.0,,1.0
ORD_3574,CUST_3850,PROD_3921,2024-02-11,1,Cash On Delivery,Delivered,2319.79,10.0,2087.81,311.0,Customer_2850,48.0,Male,Pune,Silver,2021-09-04,Product_1921,Beauty,Brandd,2319.79,116,,,No review provided,4.0,,1.0
ORD_3575,CUST_1691,PROD_6928,2023-12-04,2,Card,Shipped,792.24,20.0,633.79,160.11,Customer_691,27.0,Male,Pune,Gold,2023-12-15,Product_4928,Electronics,Brandc,396.12,372,FDBK_6372,__label__2,amazing quality and fast delivery,5.0,2023-07-18,1.0
ORD_3576,CUST_1913,PROD_3652,2023-02-06,3,Card,Delivered,11927.61,15.0,10138.47,2521.45,Customer_913,26.0,Male,Pune,Silver,2024-02-21,Product_1652,Groceries,Brande,3975.87,259,FDBK_5058,__label__2,Excellent product and very useful,5.0,2023-12-18,1.0
ORD_3576,CUST_1913,PROD_3652,2023-02-06,3,Card,Delivered,11927.61,15.0,10138.47,2521.45,Customer_913,26.0,Male,Pune,Silver,2024-02-21,Product_1652,Groceries,Brande,3975.87,259,FDBK_8333,__label__2,Loved it and will buy again,5.0,2024-06-11,1.0
ORD_3577,CUST_4579,PROD_4835,2024-07-29,2,Card,Delivered,4289.26,5.0,4074.8,1177.27,Customer_3579,19.0,Female,Chennai,Gold,2023-09-17,Product_2835,Beauty,Branda,2144.63,274,FDBK_5733,__label__1,Very poor quality and disappointing,2.0,2024-01-12,0.0
ORD_3577,CUST_4579,PROD_4835,2024-07-29,2,Card,Delivered,4289.26,5.0,4074.8,1177.27,Customer_3579,19.0,Female,Chennai,Gold,2023-09-17,Product_2835,Beauty,Branda,2144.63,274,FDBK_6866,__label__1,Delivery was late and product was damaged,1.0,2024-08-11,0.0
ORD_3578,CUST_4435,PROD_4546,2023-03-21,2,Card,Delivered,8165.32,20.0,6532.26,1366.01,Customer_3435,57.0,Male,Bangalore,Silver,2023-03-03,Product_2546,Groceries,Brandb,4082.66,339,,,No review provided,4.0,,1.0
ORD_3579,CUST_1275,PROD_6460,2024-12-30,5,Upi,Delivered,24061.3,0.0,24061.3,4462.09,Customer_275,41.0,Other,Kolkata,Silver,2022-03-10,Product_4460,Fashion,Brandd,4812.26,327,FDBK_6208,__label__1,Delivery was late and product was damaged,2.0,2023-06-09,0.0
ORD_3579,CUST_1275,PROD_6460,2024-12-30,5,Upi,Delivered,24061.3,0.0,24061.3,4462.09,Customer_275,41.0,Other,Kolkata,Silver,2022-03-10,Product_4460,Fashion,Brandd,4812.26,327,FDBK_7070,__label__2,Good product worth the price,4.0,2024-06-28,1.0
ORD_3580,CUST_5718,PROD_4656,2023-08-06,2,Net Banking,Delivered,907.92,15.0,771.73,174.95,Customer_4718,65.0,Other,Bangalore,Gold,2021-12-26,Product_2656,Electronics,Brandb,453.96,29,FDBK_7858,__label__2,Very happy with this purchase,5.0,2023-10-13,1.0
ORD_3581,CUST_3746,PROD_5413,2023-03-23,1,Card,Delivered,1360.73,10.0,1224.66,325.63,Customer_2746,43.0,Other,Bangalore,Gold,2021-02-04,Product_3413,Home,Branda,1360.73,398,,,No review provided,4.0,,1.0
