feedback_id,order_id,raw_sentiment_label,review_text,rating,feedback_date
FDBK_5420,ORD_6283,__label__1,Waste of money and bad product,1.0,2024-05-07
FDBK_5421,ORD_7990,__label__2,Loved it and will buy again,5.0,2023-06-14
FDBK_5422,ORD_4582,__label__2,Excellent product and very useful,4.0,2023-08-03
FDBK_5423,ORD_5004,__label__2,Excellent product and very useful,4.0,2023-02-08
FDBK_5424,ORD_3658,__label__1,Delivery was late and product was damaged,1.0,2023-10-15
FDBK_5425,ORD_6776,__label__2,Good product worth the price,4.0,2024-09-10
FDBK_5426,ORD_6822,__label__2,Good product worth the price,5.0,2023-06-10
FDBK_5427,ORD_3905,__label__2,Good product worth the price,4.0,2024-05-16
FDBK_5428,ORD_7850,__label__1,Terrible experience with this item,2.0,2024-05-15
FDBK_5429,ORD_7096,__label__2,Good product worth the price,4.0,2023-09-23
FDBK_5430,ORD_6388,__label__2,Good product worth the price,4.0,2024-01-31
FDBK_5431,ORD_3611,__label__2,Very happy with this purchase,5.0,2023-03-13
FDBK_5432,ORD_5459,__label__2,Amazing quality and fast delivery,5.0,2023-06-10
FDBK_5433,ORD_4565,__label__2,Loved it and will buy again,4.0,2023-10-21
FDBK_5434,ORD_3671,__label__2,,5.0,2024-05-23
FDBK_5435,ORD_4663,__label__2,Very happy with this purchase,,2023-02-03
FDBK_5436,ORD_3177,__label__1,Not worth the price,1.0,2023-07-30
FDBK_5437,ORD_4208,__label__2,Excellent product and very useful,4.0,2023-02-25
FDBK_5438,ORD_7996,__label__1,Delivery was late and product was damaged,2.0,2023-03-05
FDBK_5439,ORD_7593,__label__2,Loved it and will buy again,,2023-06-25
FDBK_5440,ORD_7436,__label__1,Not worth the price,2.0,2023-12-27
FDBK_5441,ORD_6555,__label__1,Terrible experience with this item,2.0,2024-11-17
FDBK_5442,ORD_7895,__label__1,Delivery was late and product was damaged,2.0,2024-06-13
FDBK_5443,ORD_6272,__label__1,Very poor quality and disappointing,2.0,2024-05-11
FDBK_5444,ORD_3691,__label__2,Amazing quality and fast delivery,4.0,2024-10-07
FDBK_5445,ORD_6873,__label__1,Not worth the price,2.0,2023-09-18
FDBK_5446,ORD_7486,__label__2,Loved it and will buy again,4.0,2024-09-11
FDBK_5447,ORD_5866,__label__2,Excellent product and very useful,4.0,2024-02-23
FDBK_5448,ORD_3430,__label__2,Excellent product and very useful,4.0,2023-04-03
FDBK_5449,ORD_4780,__label__2,Amazing quality and fast delivery,5.0,2023-03-21
FDBK_5450,ORD_6362,__label__2,Very happy with this purchase,5.0,2023-04-12
FDBK_5451,ORD_5827,__label__1,Waste of money and bad product,2.0,2023-08-07
FDBK_5452,ORD_6844,__label__2,Amazing quality and fast delivery,5.0,2023-01-20
FDBK_5453,ORD_3454,__label__1,Delivery was late and product was damaged,2.0,2023-10-07
FDBK_5454,ORD_6180,__label__2,Very happy with this purchase,5.0,2024-03-30
FDBK_5455,ORD_3556,__label__2,Very happy with this purchase,5.0,2023-05-25
FDBK_5456,ORD_5494,__label__1,VERY POOR QUALITY AND DISAPPOINTING,2.0,2024-09-14
FDBK_5457,ORD_4857,__label__2,Excellent product and very useful,5.0,2023-08-13
FDBK_5458,ORD_5787,__label__2,Good product worth the price,4.0,2024-04-05
FDBK_5459,ORD_3861,__label__1,,1.0,2024-04-16
FDBK_5460,ORD_5713,__label__1,Waste of money and bad product,1.0,2024-01-18
FDBK_5461,ORD_5761,__label__2,Amazing quality and fast delivery,5.0,2023-01-13
FDBK_5462,ORD_7257,__label__1,Not worth the price,1.0,2024-02-14
FDBK_5463,ORD_5884,__label__2,Loved it and will buy again,5.0,2023-01-10
FDBK_5464,ORD_3048,__label__2,Amazing quality and fast delivery,4.0,2023-08-21
FDBK_5465,ORD_4209,__label__2,Loved it and will buy again,4.0,2024-02-08
FDBK_5466,ORD_4920,__label__2,Loved it and will buy again,4.0,2023-08-05
FDBK_5467,ORD_7724,__label__2,Very happy with this purchase,5.0,2023-04-09
FDBK_5468,ORD_4506,__label__1,Very poor quality and disappointing,1.0,2024-02-02
FDBK_5469,ORD_6754,__label__2,  amazing quality and fast delivery  ,4.0,2024-09-21
FDBK_5470,ORD_5456,__label__1,Very poor quality and disappointing,1.0,2023-08-31
FDBK_5471,ORD_5212,__label__1,Not worth the price,2.0,2023-08-22
FDBK_5472,ORD_5219,__label__2,Excellent product and very useful,5.0,2024-07-26
FDBK_5473,ORD_7689,__label__2,Good product worth the price,5.0,2024-07-05
FDBK_5474,ORD_5983,__label__2,Excellent product and very useful,5.0,2023-03-21
FDBK_5475,ORD_4016,__label__2,Very happy with this purchase,5.0,2023-11-08
FDBK_5476,ORD_3868,__label__2,,5.0,2024-12-28
FDBK_5477,ORD_6403,__label__1,Not worth the price,1.0,2023-08-22
FDBK_5478,ORD_6350,__label__1,Terrible experience with this item,1.0,2024-01-12
FDBK_5479,ORD_3735,__label__1,Not worth the price,1.0,2024-06-28
FDBK_5480,ORD_4270,__label__2,Good product worth the price,4.0,2023-01-16
FDBK_5481,ORD_6496,__label__2,Very happy with this purchase,4.0,2024-11-21
FDBK_5482,ORD_4184,__label__2,Excellent product and very useful,5.0,2023-09-01
FDBK_5483,ORD_5419,__label__1,,2.0,2023-10-20
FDBK_5484,ORD_7226,__label__2,Excellent product and very useful,5.0,2023-09-24
FDBK_5485,ORD_5122,__label__2,Very happy with this purchase,4.0,2023-03-01
FDBK_5486,ORD_6723,__label__2,VERY POOR QUALITY AND DISAPPOINTING,5.0,2024-05-11
FDBK_5487,ORD_4640,__label__1,Terrible experience with this item,2.0,2024-03-20
FDBK_5488,ORD_3264,__label__1,  amazing quality and fast delivery  ,1.0,2023-06-17
FDBK_5489,ORD_4846,__label__2,Very happy with this purchase,4.0,2023-07-07
FDBK_5490,ORD_3012,__label__2,Excellent product and very useful,5.0,2023-02-11
FDBK_5491,ORD_4513,__label__2,Good product worth the price,5.0,2024-08-13
FDBK_5492,ORD_5006,__label__2,Excellent product and very useful,4.0,2023-01-04
FDBK_5493,ORD_4193,__label__2,Amazing quality and fast delivery,5.0,2023-12-12
FDBK_5494,ORD_4304,__label__1,Not worth the price,2.0,2024-08-23
FDBK_5495,ORD_5599,__label__2,Loved it and will buy again,4.0,2024-07-31
FDBK_5496,ORD_4588,__label__2,Good product worth the price,5.0,2024-05-18
FDBK_5497,ORD_7054,__label__2,  amazing quality and fast delivery  ,4.0,2023-06-26
FDBK_5498,ORD_3405,__label__2,Excellent product and very useful,4.0,2024-03-07
FDBK_5499,ORD_3830,__label__2,Good product worth the price,4.0,2023-09-06
FDBK_5500,ORD_4460,__label__1,Delivery was late and product was damaged,1.0,2024-10-28
FDBK_5501,ORD_4654,__label__2,Very happy with this purchase,,2023-09-04
FDBK_5502,ORD_3130,__label__1,Waste of money and bad product,1.0,2023-02-28
FDBK_5503,ORD_6210,__label__2,Very happy with this purchase,4.0,2023-11-25
FDBK_5504,ORD_3447,__label__2,Amazing quality and fast delivery,5.0,2024-05-03
FDBK_5505,ORD_4985,__label__2,Excellent product and very useful,4.0,2023-09-05
FDBK_5506,ORD_6946,__label__2,Loved it and will buy again,5.0,2024-04-18
FDBK_5507,ORD_6957,__label__2,Excellent product and very useful,4.0,2024-02-10
FDBK_5508,ORD_6359,__label__1,Terrible experience with this item,1.0,2023-01-21
FDBK_5509,ORD_5262,__label__1,Terrible experience with this item,1.0,2024-03-22
FDBK_5510,ORD_5312,__label__1,Waste of money and bad product,2.0,2024-11-05
FDBK_5511,ORD_4150,__label__1,Delivery was late and product was damaged,2.0,2024-11-24
FDBK_5512,ORD_5902,__label__2,Very happy with this purchase,5.0,2024-01-01
FDBK_5513,ORD_7384,__label__2,Amazing quality and fast delivery,4.0,2023-04-26
FDBK_5514,ORD_4056,__label__1,Waste of money and bad product,2.0,2024-06-03
FDBK_5515,ORD_6832,__label__1,VERY POOR QUALITY AND DISAPPOINTING,1.0,2023-11-02
FDBK_5516,ORD_7543,__label__2,Amazing quality and fast delivery,5.0,2024-09-23
FDBK_5517,ORD_5690,__label__2,Very happy with this purchase,5.0,2024-04-28
FDBK_5518,ORD_3670,__label__2,Amazing quality and fast delivery,5.0,2024-02-26
FDBK_5519,ORD_3306,__label__2,Amazing quality and fast delivery,5.0,2024-12-15
FDBK_5520,ORD_3470,__label__2,Loved it and will buy again,4.0,2023-03-08
FDBK_5521,ORD_7658,__label__2,Amazing quality and fast delivery,4.0,2023-06-04
FDBK_5522,ORD_5542,__label__1,Very poor quality and disappointing,1.0,2024-02-17
FDBK_5523,ORD_6842,__label__2,Amazing quality and fast delivery,5.0,2023-10-29
FDBK_5524,ORD_5879,__label__2,,4.0,2024-08-17
FDBK_5525,ORD_6360,__label__2,Good product worth the price,4.0,2023-11-12
FDBK_5526,ORD_6421,__label__1,Terrible experience with this item,1.0,2023-06-21
FDBK_5527,ORD_7027,__label__1,Terrible experience with this item,2.0,2023-07-22
FDBK_5528,ORD_4842,__label__1,Not worth the price,1.0,2024-12-27
FDBK_5529,ORD_5590,__label__1,Terrible experience with this item,1.0,2023-06-17
FDBK_5530,ORD_4255,__label__2,Loved it and will buy again,4.0,2024-04-16
FDBK_5531,ORD_6199,__label__2,,4.0,2023-06-25
FDBK_5532,ORD_4756,__label__2,Very happy with this purchase,5.0,2024-12-26
FDBK_5533,ORD_4404,__label__1,Waste of money and bad product,2.0,2023-10-07
FDBK_5534,ORD_6957,__label__2,Good product worth the price,4.0,2023-08-18
FDBK_5535,ORD_4856,__label__1,Very poor quality and disappointing,2.0,2024-03-05
FDBK_5536,ORD_4516,__label__2,Good product worth the price,4.0,2023-04-17
FDBK_5537,ORD_7434,__label__1,Not worth the price,2.0,2024-02-29
FDBK_5538,ORD_6882,__label__2,Very happy with this purchase,4.0,2023-05-23
FDBK_5539,ORD_3412,__label__1,VERY POOR QUALITY AND DISAPPOINTING,2.0,2023-07-15
FDBK_5540,ORD_7125,__label__2,Loved it and will buy again,5.0,2024-05-12
FDBK_5541,ORD_6713,__label__1,Very poor quality and disappointing,1.0,2024-07-12
FDBK_5542,ORD_3496,__label__1,Delivery was late and product was damaged,2.0,2023-05-21
FDBK_5543,ORD_3004,__label__2,Loved it and will buy again,4.0,2023-09-04
FDBK_5544,ORD_6678,__label__1,Very poor quality and disappointing,2.0,2023-07-27
FDBK_5545,ORD_4456,__label__2,Very happy with this purchase,,2024-03-07
FDBK_5546,ORD_6068,__label__2,Good product worth the price,5.0,2024-03-17
FDBK_5547,ORD_7546,__label__2,Good product worth the price,4.0,2023-02-02
FDBK_5548,ORD_4689,__label__2,Excellent product and very useful,5.0,2023-04-12
FDBK_5549,ORD_4627,__label__2,Excellent product and very useful,4.0,2023-06-13
FDBK_5550,ORD_5205,__label__2,Very happy with this purchase,4.0,2024-04-03
FDBK_5551,ORD_6974,__label__2,Very happy with this purchase,5.0,2023-07-01
FDBK_5552,ORD_5018,__label__2,Excellent product and very useful,4.0,2024-07-16
FDBK_5553,ORD_5937,__label__2,Excellent product and very useful,4.0,2023-11-13
FDBK_5554,ORD_7996,__label__1,Terrible experience with this item,2.0,2024-01-17
FDBK_5555,ORD_4942,__label__1,Terrible experience with this item,2.0,2023-03-25
FDBK_5556,ORD_4633,__label__2,Loved it and will buy again,4.0,2024-06-24
FDBK_5557,ORD_5004,__label__2,Good product worth the price,4.0,2024-11-25
FDBK_5558,ORD_7530,__label__2,  amazing quality and fast delivery  ,5.0,2024-07-15
FDBK_5559,ORD_7760,__label__1,VERY POOR QUALITY AND DISAPPOINTING,1.0,2023-01-16
FDBK_5560,ORD_3134,__label__1,Terrible experience with this item,1.0,2023-09-21
FDBK_5561,ORD_3967,__label__1,Very poor quality and disappointing,2.0,2023-05-19
FDBK_5562,ORD_3249,__label__2,Good product worth the price,5.0,2023-06-17
FDBK_5563,ORD_5005,__label__2,Loved it and will buy again,5.0,2024-12-11
FDBK_5564,ORD_3449,__label__2,Amazing quality and fast delivery,5.0,2023-04-20
FDBK_5565,ORD_6230,__label__2,Very happy with this purchase,5.0,2023-02-05
FDBK_5566,ORD_6598,__label__2,Loved it and will buy again,4.0,2023-06-24
FDBK_5567,ORD_4989,__label__2,VERY POOR QUALITY AND DISAPPOINTING,5.0,2024-10-28
FDBK_5568,ORD_4091,__label__1,Terrible experience with this item,1.0,2023-10-09
FDBK_5569,ORD_7374,__label__2,Amazing quality and fast delivery,4.0,2024-11-21
FDBK_5570,ORD_4047,__label__2,Excellent product and very useful,4.0,2023-02-24
FDBK_5571,ORD_3301,__label__2,Good product worth the price,4.0,2023-02-28
FDBK_5572,ORD_7123,__label__1,  amazing quality and fast delivery  ,1.0,2024-06-19
FDBK_5573,ORD_6449,__label__1,Delivery was late and product was damaged,1.0,2024-10-21
FDBK_5574,ORD_3244,__label__2,Excellent product and very useful,5.0,2023-08-07
FDBK_5575,ORD_6309,__label__2,Loved it and will buy again,5.0,2023-08-01
FDBK_5576,ORD_5418,__label__1,VERY POOR QUALITY AND DISAPPOINTING,1.0,2023-07-10
FDBK_5577,ORD_4894,__label__2,  amazing quality and fast delivery  ,4.0,2023-07-14
FDBK_5578,ORD_6817,__label__2,Amazing quality and fast delivery,5.0,2024-03-02
FDBK_5579,ORD_5850,__label__1,Not worth the price,2.0,2024-09-11
FDBK_5580,ORD_7597,__label__2,Good product worth the price,5.0,2024-03-19
FDBK_5581,ORD_5900,__label__1,Terrible experience with this item,1.0,2023-06-25
FDBK_5582,ORD_3765,__label__1,Terrible experience with this item,1.0,2023-07-25
FDBK_5583,ORD_4065,__label__1,Terrible experience with this item,2.0,2024-11-08
FDBK_5584,ORD_6300,__label__2,Amazing quality and fast delivery,5.0,2024-05-13
FDBK_5585,ORD_4098,__label__1,VERY POOR QUALITY AND DISAPPOINTING,2.0,2024-08-19
FDBK_5586,ORD_6375,__label__2,Very happy with this purchase,5.0,2024-04-08
FDBK_5587,ORD_6587,__label__2,Very happy with this purchase,4.0,2024-01-31
FDBK_5588,ORD_3904,__label__2,Good product worth the price,5.0,2024-09-10
FDBK_5589,ORD_5756,__label__2,Good product worth the price,5.0,2023-11-28
FDBK_5590,ORD_7685,__label__2,Very happy with this purchase,5.0,2024-08-09
FDBK_5591,ORD_3462,__label__2,Loved it and will buy again,4.0,2024-07-01
FDBK_5592,ORD_3422,__label__2,Excellent product and very useful,5.0,2023-05-06
FDBK_5593,ORD_7599,__label__2,Very happy with this purchase,5.0,2023-08-12
FDBK_5594,ORD_4720,__label__2,Excellent product and very useful,5.0,2023-08-22
FDBK_5595,ORD_6434,__label__2,Very happy with this purchase,5.0,2023-12-15
FDBK_5596,ORD_4710,__label__1,Very poor quality and disappointing,2.0,2023-02-23
FDBK_5597,ORD_3140,__label__1,Terrible experience with this item,1.0,2023-04-20
FDBK_5598,ORD_3604,__label__2,Good product worth the price,5.0,2023-09-29
FDBK_5599,ORD_6971,__label__2,Very happy with this purchase,4.0,2024-03-27
FDBK_5600,ORD_3321,__label__1,Delivery was late and product was damaged,,2024-11-19
FDBK_5601,ORD_7070,__label__1,VERY POOR QUALITY AND DISAPPOINTING,1.0,2023-12-03
FDBK_5602,ORD_3269,__label__2,Amazing quality and fast delivery,5.0,2023-09-07
FDBK_5603,ORD_6128,__label__2,Very happy with this purchase,5.0,2024-02-29
FDBK_5604,ORD_5665,__label__2,Excellent product and very useful,5.0,2024-08-15
FDBK_5605,ORD_6331,__label__2,  amazing quality and fast delivery  ,5.0,2023-08-11
FDBK_5606,ORD_6507,__label__1,Waste of money and bad product,2.0,2024-07-29
FDBK_5607,ORD_6971,__label__1,Delivery was late and product was damaged,,2023-05-16
FDBK_5608,ORD_3439,__label__1,,1.0,2024-11-12
FDBK_5609,ORD_4147,__label__2,Good product worth the price,5.0,2024-11-21
FDBK_5610,ORD_6054,__label__2,Amazing quality and fast delivery,4.0,2024-10-14
FDBK_5611,ORD_4241,__label__2,Loved it and will buy again,4.0,2023-10-10
FDBK_5612,ORD_4955,__label__1,Very poor quality and disappointing,2.0,2024-11-10
FDBK_5613,ORD_4345,__label__1,Delivery was late and product was damaged,2.0,2023-05-02
FDBK_5614,ORD_6409,__label__2,Loved it and will buy again,5.0,2023-10-07
FDBK_5615,ORD_6823,__label__2,Good product worth the price,4.0,2023-12-03
FDBK_5616,ORD_4047,__label__2,VERY POOR QUALITY AND DISAPPOINTING,4.0,2023-11-30
FDBK_5617,ORD_4121,__label__2,Amazing quality and fast delivery,5.0,2024-10-31
FDBK_5618,ORD_4148,__label__2,Loved it and will buy again,4.0,2024-04-29
FDBK_5619,ORD_3952,__label__1,  amazing quality and fast delivery  ,2.0,2023-10-20
FDBK_5620,ORD_3435,__label__2,Good product worth the price,4.0,2024-11-12
FDBK_5621,ORD_6702,__label__2,Loved it and will buy again,5.0,2024-12-20
FDBK_5622,ORD_4434,__label__1,Delivery was late and product was damaged,2.0,2023-01-02
FDBK_5623,ORD_7676,__label__1,Very poor quality and disappointing,1.0,2023-10-25
FDBK_5624,ORD_5850,__label__2,Very happy with this purchase,4.0,2023-04-27
FDBK_5625,ORD_6863,__label__2,VERY POOR QUALITY AND DISAPPOINTING,5.0,2024-12-15
FDBK_5626,ORD_7185,__label__1,Waste of money and bad product,1.0,2024-10-13
FDBK_5627,ORD_3223,__label__2,Amazing quality and fast delivery,4.0,2023-01-21
FDBK_5628,ORD_6721,__label__2,Very happy with this purchase,4.0,2024-10-19
FDBK_5629,ORD_3937,__label__2,Good product worth the price,5.0,2023-07-24
FDBK_5630,ORD_3812,__label__2,Amazing quality and fast delivery,5.0,2023-06-21
FDBK_5631,ORD_6612,__label__2,Amazing quality and fast delivery,4.0,2023-06-25
FDBK_5632,ORD_7935,__label__2,Amazing quality and fast delivery,4.0,2023-12-03
FDBK_5633,ORD_7295,__label__2,Amazing quality and fast delivery,4.0,2023-02-14
FDBK_5634,ORD_7682,__label__2,Excellent product and very useful,5.0,2023-01-27
FDBK_5635,ORD_7451,__label__2,Very happy with this purchase,5.0,2023-04-06
FDBK_5636,ORD_6005,__label__2,Excellent product and very useful,5.0,2024-12-28
FDBK_5637,ORD_7479,__label__1,Terrible experience with this item,1.0,2024-06-15
FDBK_5638,ORD_7786,__label__2,Loved it and will buy again,5.0,2024-08-18
FDBK_5639,ORD_3106,__label__2,Loved it and will buy again,4.0,2024-04-23
FDBK_5640,ORD_7599,__label__2,Excellent product and very useful,4.0,2023-09-07
FDBK_5641,ORD_7207,__label__1,Delivery was late and product was damaged,2.0,2024-11-26
FDBK_5642,ORD_4273,__label__2,Loved it and will buy again,5.0,2023-05-05
FDBK_5643,ORD_5470,__label__1,Waste of money and bad product,2.0,2023-05-05
FDBK_5644,ORD_5514,__label__2,Loved it and will buy again,4.0,2024-02-01
FDBK_5645,ORD_7312,__label__2,Good product worth the price,5.0,2023-11-29
FDBK_5646,ORD_7847,__label__2,Amazing quality and fast delivery,4.0,2024-12-11
FDBK_5647,ORD_7635,__label__1,Waste of money and bad product,1.0,2023-03-10
FDBK_5648,ORD_3415,__label__2,Amazing quality and fast delivery,5.0,2024-12-26
FDBK_5649,ORD_6116,__label__1,Terrible experience with this item,2.0,2023-10-01
FDBK_5650,ORD_3186,__label__2,Amazing quality and fast delivery,,2024-05-22
FDBK_5651,ORD_6245,__label__1,Not worth the price,2.0,2023-03-25
FDBK_5652,ORD_4648,__label__2,,5.0,2024-07-20
FDBK_5653,ORD_5876,__label__2,Good product worth the price,4.0,2023-04-17
FDBK_5654,ORD_3649,__label__1,Delivery was late and product was damaged,1.0,2023-07-24
FDBK_5655,ORD_7627,__label__2,Amazing quality and fast delivery,5.0,2024-10-24
FDBK_5656,ORD_3091,__label__2,VERY POOR QUALITY AND DISAPPOINTING,4.0,2023-03-13
FDBK_5657,ORD_4274,__label__2,Loved it and will buy again,4.0,2023-12-14
FDBK_5658,ORD_5357,__label__1,Delivery was late and product was damaged,2.0,2023-09-23
FDBK_5659,ORD_6282,__label__1,Not worth the price,1.0,2024-06-27
FDBK_5660,ORD_6765,__label__1,Waste of money and bad product,2.0,2024-08-18
FDBK_5661,ORD_7848,__label__1,Terrible experience with this item,2.0,2024-04-13
FDBK_5662,ORD_5770,__label__1,VERY POOR QUALITY AND DISAPPOINTING,2.0,2024-11-27
FDBK_5663,ORD_5070,__label__2,Very happy with this purchase,5.0,2024-02-11
FDBK_5664,ORD_5241,__label__1,Not worth the price,1.0,2023-05-30
FDBK_5665,ORD_5472,__label__1,Waste of money and bad product,1.0,2024-09-16
FDBK_5666,ORD_7024,__label__2,Very happy with this purchase,4.0,2023-06-19
FDBK_5667,ORD_4145,__label__2,Loved it and will buy again,5.0,2024-06-29
FDBK_5668,ORD_5015,__label__2,Good product worth the price,4.0,2024-07-06
FDBK_5669,ORD_4392,__label__2,Good product worth the price,4.0,2024-11-15
FDBK_5670,ORD_6361,__label__1,Delivery was late and product was damaged,,2023-01-13
FDBK_5671,ORD_3916,__label__2,Good product worth the price,5.0,2024-11-06
FDBK_5672,ORD_4511,__label__2,Loved it and will buy again,5.0,2023-05-29
FDBK_5673,ORD_7273,__label__2,Loved it and will buy again,4.0,2023-09-17
FDBK_5674,ORD_4554,__label__2,Good product worth the price,4.0,2024-11-24
FDBK_5675,ORD_7637,__label__2,Amazing quality and fast delivery,5.0,2023-09-12
FDBK_5676,ORD_7184,__label__2,Amazing quality and fast delivery,4.0,2024-02-24
FDBK_5677,ORD_5178,__label__1,  amazing quality and fast delivery  ,2.0,2024-07-24
FDBK_5678,ORD_3530,__label__2,Amazing quality and fast delivery,4.0,2024-06-01
FDBK_5679,ORD_7968,__label__2,Very happy with this purchase,4.0,2023-03-26
FDBK_5680,ORD_7221,__label__2,,4.0,2024-09-03
FDBK_5681,ORD_4719,__label__2,Good product worth the price,4.0,2024-07-29
FDBK_5682,ORD_7504,__label__1,Delivery was late and product was damaged,1.0,2023-06-05
FDBK_5683,ORD_3851,__label__2,Loved it and will buy again,5.0,2024-01-23
FDBK_5684,ORD_6790,__label__2,Excellent product and very useful,4.0,2023-12-06
FDBK_5685,ORD_6664,__label__2,Loved it and will buy again,5.0,2024-10-15
FDBK_5686,ORD_6068,__label__2,Excellent product and very useful,5.0,2024-03-21
FDBK_5687,ORD_3680,__label__2,Very happy with this purchase,5.0,2023-10-14
FDBK_5688,ORD_4828,__label__2,Excellent product and very useful,4.0,2023-05-29
FDBK_5689,ORD_6613,__label__2,Amazing quality and fast delivery,4.0,2024-12-15
FDBK_5690,ORD_4014,__label__2,Very happy with this purchase,5.0,2024-10-28
FDBK_5691,ORD_7548,__label__2,Good product worth the price,5.0,2023-12-25
FDBK_5692,ORD_3752,__label__1,Terrible experience with this item,2.0,2024-04-14
FDBK_5693,ORD_3699,__label__2,Amazing quality and fast delivery,5.0,2024-03-03
FDBK_5694,ORD_4325,__label__1,Not worth the price,2.0,2023-05-20
FDBK_5695,ORD_7752,__label__2,Excellent product and very useful,4.0,2024-04-28
FDBK_5696,ORD_7552,__label__1,,2.0,2023-10-17
FDBK_5697,ORD_3062,__label__2,VERY POOR QUALITY AND DISAPPOINTING,5.0,2024-08-06
FDBK_5698,ORD_5376,__label__1,Delivery was late and product was damaged,1.0,2023-07-18
FDBK_5699,ORD_3253,__label__2,Excellent product and very useful,4.0,2023-01-07
FDBK_5700,ORD_3303,__label__2,Good product worth the price,5.0,2024-07-12
FDBK_5701,ORD_3471,__label__1,Very poor quality and disappointing,2.0,2024-04-21
FDBK_5702,ORD_4437,__label__2,Good product worth the price,5.0,2023-09-08
FDBK_5703,ORD_3111,__label__1,Terrible experience with this item,1.0,2023-09-10
FDBK_5704,ORD_5129,__label__1,Delivery was late and product was damaged,2.0,2023-01-20
FDBK_5705,ORD_6230,__label__1,Waste of money and bad product,1.0,2024-03-17
FDBK_5706,ORD_3421,__label__2,Good product worth the price,4.0,2023-09-09
FDBK_5707,ORD_5254,__label__1,Very poor quality and disappointing,1.0,2024-08-20
FDBK_5708,ORD_6497,__label__1,Delivery was late and product was damaged,2.0,2023-02-06
FDBK_5709,ORD_4050,__label__1,Waste of money and bad product,2.0,2023-04-30
FDBK_5710,ORD_7279,__label__2,Excellent product and very useful,5.0,2024-04-16
FDBK_5711,ORD_7205,__label__1,Delivery was late and product was damaged,2.0,2024-08-03
FDBK_5712,ORD_6025,__label__2,Excellent product and very useful,4.0,2023-07-10
FDBK_5713,ORD_7544,__label__1,Delivery was late and product was damaged,1.0,2023-07-04
FDBK_5714,ORD_6100,__label__1,Waste of money and bad product,2.0,2024-06-25
FDBK_5715,ORD_6001,__label__1,Waste of money and bad product,1.0,2023-07-23
FDBK_5716,ORD_4547,__label__2,Excellent product and very useful,5.0,2024-09-22
FDBK_5717,ORD_4216,__label__2,Very happy with this purchase,4.0,2024-05-22
FDBK_5718,ORD_5728,__label__1,Not worth the price,2.0,2024-10-23
FDBK_5719,ORD_3232,__label__1,Waste of money and bad product,2.0,2024-06-07
FDBK_5720,ORD_3056,__label__2,Good product worth the price,5.0,2023-07-04
FDBK_5721,ORD_3806,__label__2,VERY POOR QUALITY AND DISAPPOINTING,4.0,2024-04-05
FDBK_5722,ORD_3508,__label__2,Loved it and will buy again,5.0,2023-01-26
FDBK_5723,ORD_6354,__label__1,Very poor quality and disappointing,,2023-08-06
FDBK_5724,ORD_7264,__label__2,Excellent product and very useful,4.0,2024-11-14
FDBK_5725,ORD_5881,__label__2,Excellent product and very useful,4.0,2024-03-20
FDBK_5726,ORD_6465,__label__1,Delivery was late and product was damaged,2.0,2023-02-04
FDBK_5727,ORD_7840,__label__1,Waste of money and bad product,2.0,2023-02-28
FDBK_5728,ORD_5056,__label__2,Amazing quality and fast delivery,5.0,2023-04-22
FDBK_5729,ORD_4734,__label__1,Terrible experience with this item,1.0,2023-03-15
FDBK_5730,ORD_4465,__label__2,Loved it and will buy again,4.0,2023-01-02
FDBK_5731,ORD_3905,__label__2,Loved it and will buy again,5.0,2023-08-17
FDBK_5732,ORD_6575,__label__2,Good product worth the price,4.0,2023-12-09
FDBK_5733,ORD_3577,__label__1,Very poor quality and disappointing,2.0,2024-01-12
FDBK_5734,ORD_6901,__label__1,Delivery was late and product was damaged,1.0,2023-06-06
FDBK_5735,ORD_3355,__label__1,Waste of money and bad product,1.0,2023-05-21
FDBK_5736,ORD_7205,__label__2,Very happy with this purchase,5.0,2023-01-29
FDBK_5737,ORD_6075,__label__2,Excellent product and very useful,4.0,2024-04-13
FDBK_5738,ORD_7405,__label__2,Excellent product and very useful,4.0,2023-10-09
FDBK_5739,ORD_7768,__label__1,Waste of money and bad product,2.0,2023-12-25
FDBK_5740,ORD_3114,__label__2,Good product worth the price,,2024-01-19
FDBK_5741,ORD_5233,__label__1,Terrible experience with this item,2.0,2023-08-05
FDBK_5742,ORD_3056,__label__1,Not worth the price,1.0,2023-09-04
FDBK_5743,ORD_4599,__label__1,Very poor quality and disappointing,2.0,2023-12-02
FDBK_5744,ORD_5608,__label__1,Very poor quality and disappointing,1.0,2023-01-27
FDBK_5745,ORD_3927,__label__2,Good product worth the price,4.0,2023-02-11
FDBK_5746,ORD_6901,__label__2,Loved it and will buy again,5.0,2023-06-01
FDBK_5747,ORD_5980,__label__1,Terrible experience with this item,2.0,2024-12-14
FDBK_5748,ORD_3870,__label__2,Excellent product and very useful,,2024-12-20
FDBK_5749,ORD_5792,__label__1,Terrible experience with this item,2.0,2023-12-08
FDBK_5750,ORD_6913,__label__2,Loved it and will buy again,5.0,2024-01-22
FDBK_5751,ORD_3297,__label__1,Waste of money and bad product,2.0,2024-06-30
FDBK_5752,ORD_3188,__label__1,Waste of money and bad product,2.0,2023-12-04
FDBK_5753,ORD_5071,__label__2,Very happy with this purchase,4.0,2023-08-11
FDBK_5754,ORD_7683,__label__2,Good product worth the price,4.0,2023-05-17
